Hospital Number,State,Hospname,Wait Time,Establishment ID,Parent Id,State Average wait time,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Latitude,Longitude,Australia,Full Address,Remoteness area (code),Remoteness area,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name,Hospital Group
572,VIC,Sea Lake & District,20,210307270,210302390,Y,Campus,,33-43 McClelland Avenue,Sea Lake 3533,-35.500881,142.857712,Australia,33-43 McClelland Avenue Sea Lake 3533 VIC Australia,2,Outer Regional,4,O5,Unpeered,No,No,No,No,G,Un-peered and other,SP
583,VIC,Seymour District Memorial Hospital,20,210402190,,Y,Hospital,,1 Brettoneaux Street,Seymour 3660,,,Australia,1 Brettoneaux Street Seymour 3660 VIC Australia,1,Inner Regional,30,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
603,VIC,South Gippsland Hospital [Foster],20,210504240,,Y,Hospital,,87 Station Road,Foster 3960,-38.658211,146.206512,Australia,87 Station Road Foster 3960 VIC Australia,1,Inner Regional,16,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
682,VIC,South West Healthcare,20,NET011268,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,B2,Large regional and remote,SP
524,VIC,South West Healthcare [Camperdownl],20,210103080,NET011268,Y,Campus,,9 Robinson Street,Camperdown 3260,-38.236752,143.137817,Australia,9 Robinson Street Camperdown 3260 VIC Australia,1,Inner Regional,25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
516,VIC,South West Healthcare [Warrnambool],20,210102160,NET011268,Y,Campus,,Ryot Street,Warrnambool 3280,-38.375306,142.477529,Australia,Ryot Street Warrnambool 3280 VIC Australia,1,Inner Regional,166.92,L,Large public acute,Yes,Yes,No,Yes,B2,Large regional and remote,LG
609,VIC,St George's Health Service- Aged Care,20,210801700,210A01450,Y,Campus,,283 Cotham Road,Kew 3101,-37.80928,145.053375,Australia,283 Cotham Road Kew 3101 VIC Australia,0,Major Cities,124,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,D2,Small non-acute,SP
647,VIC,St Vincent's Hospital [Fitzroy],20,210A01450,,Y,Hospital,,41 Victoria Parade,Fitzroy 3065,-37.807739,144.975006,Australia,41 Victoria Parade Fitzroy 3065 VIC Australia,0,Major Cities,541.92,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
534,VIC,Stawell Regional Health,20,210202260,,Y,Hospital,,27-29 Sloane Street,Stawell 3380,-37.058414,142.781055,Australia,27-29 Sloane Street Stawell 3380 VIC Australia,1,Inner Regional,36,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
651,VIC,Sunbury Day Hospital,20,210A02700,NET011515,Y,Campus,,7 Macedon Street,Sunbury 3429,-37.576889,144.732162,Australia,7 Macedon Street Sunbury 3429 VIC Australia,0,Major Cities,27,O4,Other day procedure hospital,Yes,No,No,No,G,Un-peered and other,SP
646,VIC,Sunshine Hospital,20,210A01390,NET011515,Y,Campus,,176 Furlong Road,St Albans 3021,-37.76062,144.815613,Australia,176 Furlong Road St Albans 3021 VIC Australia,0,Major Cities,401.83,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
667,VIC,Swan Hill District Health,20,NET003318,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,C1,Medium (group 1),SP
555,VIC,Swan Hill District Health [Nyah],20,210301492,NET003318,Y,Campus,,Monash Avenue,Nyah West 3595,-35.185578,143.350655,Australia,Monash Avenue Nyah West 3595 VIC Australia,2,Outer Regional,3,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
554,VIC,Swan Hill District Health [Swan Hill],20,210301491,NET003318,Y,Campus,,48 Splatt Street,Swan Hill 3585,-35.3397458,143.55681,Australia,48 Splatt Street Swan Hill 3585 VIC Australia,2,Outer Regional,38.75,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,No,C2,Medium (group 2),SM
576,VIC,Tallangatta Health Service,20,210401290,,Y,Hospital,,25 Barree Street,Tallangatta 3700,-36.213749,147.183868,Australia,25 Barree Street Tallangatta 3700 VIC Australia,2,Outer Regional,15,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
525,VIC,Terang & Mortlake Health Service [Terang],20,210103350,,Y,Hospital,,13 Austin Avenue,Terang 3264,-38.239368,142.902496,Australia,13 Austin Avenue Terang 3264 VIC Australia,1,Inner Regional,26,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
631,VIC,The Mornington Centre,20,210904084,NET003285,Y,Campus,,Corner of Tyalla Grove and Separation Street,Mornington 3931,-38.227889,145.040487,Australia,Corner of Tyalla Grove and Separation Street Mornington 3931 VIC Australia,0,Major Cities,63,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other,SP
519,VIC,Timboon & District Healthcare Service,20,210102360,,Y,Hospital,,21 Hospital Road,Timboon 3268,-38.486252,142.977127,Australia,21 Hospital Road Timboon 3268 VIC Australia,2,Outer Regional,13.08,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
650,VIC,Tweddle Child & Family Health Centre [Footscray],20,210A01900,,Y,Hospital,,53 Adelaide Street,Footscray 3011,-37.79781,144.887207,Australia,53 Adelaide Street Footscray 3011 VIC Australia,0,Major Cities,29.42,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft,WC
582,VIC,Upper Murray Health & Community Services [Corryong],20,210402150,,Y,Hospital,,20 Kiell Street,Corryong 3707,-36.198769,147.903336,Australia,20 Kiell Street Corryong 3707 VIC Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
657,VIC,VIFMH,20,240A05990,,Y,Network,,Yarra Bend Road,Fairfield 3078,-37.794105,145.01007,Australia,Yarra Bend Road Fairfield 3078 VIC Australia,0,Major Cities,116,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,PS
658,VIC,VIFMH-Prison Health Service (MAP),20,240A05990,240A05990,Y,Campus,,Yarra Bend Road,Fairfield 3078,-37.794105,145.01007,Australia,Yarra Bend Road Fairfield 3078 VIC Australia,0,Major Cities,36,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,PS
613,VIC,Wantirna Health,20,210802330,NET011518,Y,Campus,,251 Mountain Highway,Wantirna 3152,-37.84944,145.2261311,Australia,251 Mountain Highway Wantirna 3152 VIC Australia,0,Major Cities,57.67,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,SP
594,VIC,West Gippsland Healthcare Group [Warragul],20,210501580,,Y,Hospital,,41 Landsborough Street,Warragul 3820,-38.1723189,145.9282771,Australia,41 Landsborough Street Warragul 3820 VIC Australia,1,Inner Regional,91,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
672,VIC,West Wimmera Health Service,20,NET003592,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,D2,Small non-acute,SP
537,VIC,West Wimmera Health Service [Jeparit],20,210202373,NET003592,Y,Campus,,2 Charles Street,Jeparit 3423,-36.141352,141.986018,Australia,2 Charles Street Jeparit 3423 VIC Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
536,VIC,West Wimmera Health Service [Kaniva],20,210202372,NET003592,Y,Campus,,9 Farmers Street,Kaniva 3419,-36.372036,141.247101,Australia,9 Farmers Street Kaniva 3419 VIC Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
535,VIC,West Wimmera Health Service [Nhill],20,210202371,NET003592,Y,Campus,,45 Nelson Street,Nhill 3418,-36.332998,141.64999,Australia,45 Nelson Street Nhill 3418 VIC Australia,2,Outer Regional,23.5,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
538,VIC,West Wimmera Health Service [Rainbow],20,210202374,NET003592,Y,Campus,,2 Swinbourne Avenue,Rainbow 3424,-35.90324,141.99505,Australia,2 Swinbourne Avenue Rainbow 3424 VIC Australia,3,Remote,6.58,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
680,VIC,Western District Health Service,20,NET010567,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,C1,Medium (group 1),SP
515,VIC,Western District Health Service [Coleraine District Health Service],20,210102140,NET010567,Y,Campus,,119 McKebery Street,Coleraine 3315,-37.603951,141.686737,Australia,119 McKebery Street Coleraine 3315 VIC Australia,2,Outer Regional,10,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
508,VIC,Western District Health Service [Hamilton],20,210101071,NET010567,Y,Campus,,20 Foster Street,Hamilton 3300,-37.7380348,142.0303626,Australia,20 Foster Street Hamilton 3300 VIC Australia,1,Inner Regional,67.5,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,No,C1,Medium (group 1),SM
509,VIC,Western District Health Service [Penshurst],20,210101072,NET010567,Y,Campus,,146 Cobb Street,Penshurst 3289,-37.877762,142.282196,Australia,146 Cobb Street Penshurst 3289 VIC Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
684,VIC,Western Health,20,NET011515,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
637,VIC,Western Hospital [Footscray],20,210A01180,NET011515,Y,Campus,,160 Gordon Street,Footscray 3011,-37.792221,144.889114,Australia,160 Gordon Street Footscray 3011 VIC Australia,0,Major Cities,343.83,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
648,VIC,Williamstown Hospital,20,210A01460,NET011515,Y,Campus,,77B Railway Crescent,Williamstown 3016,-37.862389,144.891556,Australia,77B Railway Crescent Williamstown 3016 VIC Australia,0,Major Cities,83.75,M,Medium public acute,Yes,Yes,Yes,No,C2,Medium (group 2),LG
532,VIC,Wimmera Base Hospital [Horsham],20,210202170,NET003595,Y,Campus,,83 Baillie Street,Horsham 3400,-36.711849,142.208588,Australia,83 Baillie Street Horsham 3400 VIC Australia,2,Outer Regional,81,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,Yes,B2,Large regional and remote,SM
673,VIC,Wimmera Health Care Group,20,NET003595,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,B2,Large regional and remote,SP
616,VIC,Yarra Ranges Health,20,210803690,NET011518,Y,Campus,,25 Market Street,Lilydale 3140,-37.756672,145.351334,Australia,25 Market Street Lilydale 3140 VIC Australia,0,Major Cities,16,O4,Other day procedure hospital,Yes,No,No,No,G,Un-peered and other,SP
596,VIC,Yarram & District Health Service,20,210501770,,Y,Hospital,,85-91 Commercial Road,Yarram 3971,-38.557375,146.6773055,Australia,85-91 Commercial Road Yarram 3971 VIC Australia,1,Inner Regional,22,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
578,VIC,Yarrawonga Health,20,210401780,,Y,Hospital,,33 Piper Street,Yarrawonga 3730,-36.011189,146.006836,Australia,33 Piper Street Yarrawonga 3730 VIC Australia,1,Inner Regional,29,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
588,VIC,Yea & District Memorial Hospital,20,210403590,,Y,Hospital,,45 Station Street,Yea 3717,-37.213951,145.430954,Australia,45 Station Street Yea 3717 VIC Australia,1,Inner Regional,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
758,WA,Albany Hospital,26,510900201,,Y,Hospital,0070050J,WARDEN AV,ALBANY 6330,-35.005981,117.905602,Australia,WARDEN AV ALBANY 6330 WA Australia,2,Outer Regional,113,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
702,WA,Armadale-Kelmscott Memorial Hospital,26,510300203,,Y,Hospital,0070040K,3056 ALBANY HWY,MOUNT NASURA 6112,-32.141959,116.01728,Australia,3056 ALBANY HWY MOUNT NASURA 6112 WA Australia,0,Major Cities,206,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
765,WA,Augusta Hospital,26,511000204,,Y,Hospital,0071110F,DONOVAN ST,AUGUSTA 6290,-34.305989,115.155664,Australia,DONOVAN ST AUGUSTA 6290 WA Australia,1,Inner Regional,7.17,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
703,WA,Bentley Hospital,26,510300255,,Y,Hospital,0071150X,33 MILLS ST,BENTLEY 6102,-32.006538,115.928978,Australia,33 MILLS ST BENTLEY 6102 WA Australia,0,Major Cities,185.7,O5,Unpeered,Yes,No,Yes,Yes,C1,Medium (group 1),SP
736,WA,Beverley Hospital,26,510700401,,Y,Hospital,0070060H,SEWELL ST,BEVERLEY 6304,-32.102467,116.920803,Australia,SEWELL ST BEVERLEY 6304 WA Australia,2,Outer Regional,6.25,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
737,WA,Boddington Hospital,26,510700402,,Y,Hospital,0070070F,HOTHAM AV,BODDINGTON 6390,-32.805611,116.474036,Australia,HOTHAM AV BODDINGTON 6390 WA Australia,1,Inner Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
774,WA,Boyup Brook Soldiers Memorial Hospital,26,511000432,,Y,Hospital,0070080B,HOSPITAL DR,BOYUP BROOK 6244,-33.838569,116.390139,Australia,HOSPITAL DR BOYUP BROOK 6244 WA Australia,2,Outer Regional,5.75,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
776,WA,Bridgetown Hospital,26,511000444,,Y,Hospital,0070090A,PENINSULA RD,BRIDGETOWN 6255,-33.951259,116.128504,Australia,PENINSULA RD BRIDGETOWN 6255 WA Australia,2,Outer Regional,24,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,SM
709,WA,Broome Hospital,26,510400206,,Y,Hospital,0070110L,ROBINSON ST,BROOME 6725,-17.963708,122.236698,Australia,ROBINSON ST BROOME 6725 WA Australia,3,Remote,44.39,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,Yes,B2,Large regional and remote,SM
738,WA,Bruce Rock Memorial Hospital,26,510700403,,Y,Hospital,0070120K,35 DUNSTALL ST,BRUCE ROCK 6418,-31.873131,118.1465,Australia,35 DUNSTALL ST BRUCE ROCK 6418 WA Australia,3,Remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
766,WA,Bunbury Hospital,26,511000208,,Y,Hospital,0071120B,BUSSELL HWY,BUNBURY 6230,-33.364776,115.645158,Australia,BUSSELL HWY BUNBURY 6230 WA Australia,1,Inner Regional,141,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
767,WA,Busselton Hospital,26,511000209,,Y,Hospital,0070150F,MILL RD,BUSSELTON 6280,-33.655283,115.321095,Australia,MILL RD BUSSELTON 6280 WA Australia,1,Inner Regional,50,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
720,WA,Carnarvon Hospital,26,510600210,,Y,Hospital,0070160B,CLEAVER ST,CARNARVON 6701,-24.890469,113.656394,Australia,CLEAVER ST CARNARVON 6701 WA Australia,3,Remote,31,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D3,Small remote acute,SM
768,WA,Collie Hospital,26,511000211,,Y,Hospital,0070170A,DEAKIN ST,COLLIE 6225,-33.353421,116.166075,Australia,DEAKIN ST COLLIE 6225 WA Australia,1,Inner Regional,25,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
739,WA,Corrigin Hospital,26,510700404,,Y,Hospital,0070190X,49 KIRKWOOD ST,CORRIGIN 6375,-32.3248699,117.8781509,Australia,49 KIRKWOOD ST CORRIGIN 6375 WA Australia,3,Remote,5,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
740,WA,Cunderdin Hospital,26,510700405,,Y,Hospital,0070220H,CUBBINE RD,CUNDERDIN 6407,-31.657263,117.24508,Australia,CUBBINE RD CUNDERDIN 6407 WA Australia,2,Outer Regional,2.67,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
741,WA,Dalwallinu Hospital,26,510700406,,Y,Hospital,0070230F,MYERS ST,DALWALLINU 6609,-30.27642,116.655241,Australia,MYERS ST DALWALLINU 6609 WA Australia,3,Remote,6,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
759,WA,Denmark Hospital,26,510900214,,Y,Hospital,0070240B,50 SCOTSDALE RD,DENMARK 6333,-34.9553793,117.3580011,Australia,50 SCOTSDALE RD DENMARK 6333 WA Australia,2,Outer Regional,6.49,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
710,WA,Derby Hospital,26,510400215,,Y,Hospital,0070250A,CLARENDON ST,DERBY 6728,-17.306569,123.632204,Australia,CLARENDON ST DERBY 6728 WA Australia,4,Very remote,31,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D3,Small remote acute,SM
729,WA,Dongara Multi-Purpose Health Centre,26,510600476,,Y,Hospital,0071570Y,48 BLENHEIM RD,DONGARA 6525,-29.265169,114.934128,Australia,48 BLENHEIM RD DONGARA 6525 WA Australia,2,Outer Regional,3,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
770,WA,Donnybrook Hospital,26,511000271,,Y,Hospital,0070260Y,BENTLEY ST,DONNYBROOK 6239,-33.575737,115.820626,Australia,BENTLEY ST DONNYBROOK 6239 WA Australia,1,Inner Regional,14,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
753,WA,Esperance Hospital,26,510800218,,Y,Hospital,0070280W,HICKS ST,ESPERANCE 6450,-33.857198,121.892211,Australia,HICKS ST ESPERANCE 6450 WA Australia,3,Remote,30,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D3,Small remote acute,SM
721,WA,Exmouth Hospital,26,510600219,,Y,Hospital,0071100H,LYONS ST,EXMOUTH 6707,-21.866579,114.099812,Australia,LYONS ST EXMOUTH 6707 WA Australia,4,Very remote,6,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
707,WA,Fitzroy Crossing Hospital,26,510400127,,Y,Hospital,0070290T,FALLON RD,FITZROY CROSSING 6765,-18.19052,125.564035,Australia,FALLON RD FITZROY CROSSING 6765 WA Australia,4,Very remote,14,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
700,WA,Fremantle Hospital,26,510300102,,Y,Hospital,0070010W,ALMA ST,FREMANTLE 6160,-32.058355,115.753365,Australia,ALMA ST FREMANTLE 6160 WA Australia,0,Major Cities,492.1,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
722,WA,Geraldton Hospital,26,510600220,,Y,Hospital,0071130A,SHENTON ST,GERALDTON 6530,-28.782476,114.60595,Australia,SHENTON ST GERALDTON 6530 WA Australia,2,Outer Regional,99.66,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
761,WA,Gnowangerup Hospital,26,510900410,,Y,Hospital,0070330A,YOUGENUP RD,GNOWANGERUP 6335,-33.935975,118.006706,Australia,YOUGENUP RD GNOWANGERUP 6335 WA Australia,3,Remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
743,WA,Goomalling Hospital,26,510700411,,Y,Hospital,0070320B,FORREST ST,GOOMALLING 6460,-31.299938,116.828958,Australia,FORREST ST GOOMALLING 6460 WA Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
778,WA,Graylands Hospital,26,540100935,,Y,Hospital,0071590W,BROCKWAY RD,MOUNT CLAREMONT 6010,-31.958435,115.791447,Australia,BROCKWAY RD MOUNT CLAREMONT 6010 WA Australia,0,Major Cities,172.2,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,PS
708,WA,Halls Creek Hospital,26,510400128,,Y,Hospital,0070340Y,70 ROBERTA AV,HALLS CREEK 6770,-18.2255271,127.6668593,Australia,70 ROBERTA AV HALLS CREEK 6770 WA Australia,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
771,WA,Harvey Hospital,26,511000412,,Y,Hospital,0070350X,45 HAYWARD ST,HARVEY 6220,-33.077301,115.896858,Australia,45 HAYWARD ST HARVEY 6220 WA Australia,1,Inner Regional,26,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
713,WA,Hedland Health Campus,26,510500131,,Y,Hospital,,34 COLEBATCH WAY,SOUTH HEDLAND 6722,-20.186005,118.944889,Australia,34 COLEBATCH WAY SOUTH HEDLAND 6722 WA Australia,3,Remote,59,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,Yes,D3,Small remote acute,SM
697,WA,Joondalup Health Campus,26,510100642,,Y,Hospital,0075530X,GRAND BVD,JOONDALUP 6027,-31.742391,115.769838,Australia,GRAND BVD JOONDALUP 6027 WA Australia,0,Major Cities,405,L,Large public acute,Yes,Yes,Yes,No,A1,Principal referral,LG
695,WA,Kalamunda Hospital,26,510100454,,Y,Hospital,0071270K,ELIZABETH ST,KALAMUNDA 6076,-31.968407,116.056167,Australia,ELIZABETH ST KALAMUNDA 6076 WA Australia,0,Major Cities,33,S2,Other small public acute,Yes,No,No,Yes,D2,Small non-acute,SM
728,WA,Kalbarri Health Centre,26,510600475,,Y,Hospital,0071580K,KAIBER ST,KALBARRI 6536,-27.712141,114.161119,Australia,KAIBER ST KALBARRI 6536 WA Australia,3,Remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
701,WA,Kaleeya Hospital,26,510300130,,Y,Hospital,0075390T,15 WOLSELY RD,EAST FREMANTLE 6158,-32.03651,115.766319,Australia,15 WOLSELY RD EAST FREMANTLE 6158 WA Australia,0,Major Cities,67,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,Yes,C1,Medium (group 1),SM
754,WA,Kalgoorlie Hospital,26,510800226,,Y,Hospital,0070370T,PICCADILLY ST,KALGOORLIE 6430,-30.738134,121.47175,Australia,PICCADILLY ST KALGOORLIE 6430 WA Australia,2,Outer Regional,106,M,Medium public acute,Yes,Yes,Yes,Yes,C1,Medium (group 1),LG
760,WA,Katanning Hospital,26,510900227,,Y,Hospital,0070380L,CLIVE ST,KATANNING 6317,-33.689049,117.558716,Australia,CLIVE ST KATANNING 6317 WA Australia,2,Outer Regional,17,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,E2,Multi-purpose services,SM
742,WA,Kellerberrin Memorial Hospital,26,510700409,,Y,Hospital,0070390K,51 GREGORY ST,KELLERBERRIN 6410,-31.6299659,117.7163574,Australia,51 GREGORY ST KELLERBERRIN 6410 WA Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
690,WA,King Edward Memorial Hospital for Women,26,510100104,,Y,Hospital,0070030L,374 BAGOT RD,SUBIACO 6008,-31.9503987,115.81918,Australia,374 BAGOT RD SUBIACO 6008 WA Australia,0,Major Cities,253.4,W1,Womens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,WC
764,WA,Kojonup Hospital,26,510900445,,Y,Hospital,0070400B,SPRING ST,KOJONUP 6395,-33.8294,117.155718,Australia,SPRING ST KOJONUP 6395 WA Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
744,WA,Kondinin Hospital,26,510700413,,Y,Hospital,0070420Y,GRAHAM ST,KONDININ 6367,-32.492522,118.264732,Australia,GRAHAM ST KONDININ 6367 WA Australia,3,Remote,5.83,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
745,WA,Kununoppin Hospital,26,510700414,,Y,Hospital,0070430X,LEAKE ST,KUNUNOPPIN 6489,-31.110304,117.922056,Australia,LEAKE ST KUNUNOPPIN 6489 WA Australia,3,Remote,10.92,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
712,WA,Kununurra Hospital,26,510400257,,Y,Hospital,0071050A,96 COOLIBAH DR,KUNUNURRA 6743,-15.77467,128.738815,Australia,96 COOLIBAH DR KUNUNURRA 6743 WA Australia,3,Remote,32,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D3,Small remote acute,SM
730,WA,Lake Grace Hospital,26,510700230,,Y,Hospital,0070440W,STUBBS ST,LAKE GRACE 6353,-33.100798,118.459445,Australia,STUBBS ST LAKE GRACE 6353 WA Australia,3,Remote,6.16,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
755,WA,Laverton Hospital,26,510800272,,Y,Hospital,0070450T,BERIA RD,LAVERTON 6440,-28.623565,122.395334,Australia,BERIA RD LAVERTON 6440 WA Australia,4,Very remote,6.92,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
756,WA,Leonora Hospital,26,510800273,,Y,Hospital,0070460L,SADIE CANNING DR,LEONORA 6438,-28.894499,121.333217,Australia,SADIE CANNING DR LEONORA 6438 WA Australia,4,Very remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
769,WA,Margaret River Hospital,26,511000233,,Y,Hospital,0070490H,FARRELLY ST,MARGARET RIVER 6285,-33.951989,115.07028,Australia,FARRELLY ST MARGARET RIVER 6285 WA Australia,1,Inner Regional,18,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
723,WA,Meekatharra Hospital,26,510600234,,Y,Hospital,0070500Y,SAVAGE ST,MEEKATHARRA 6642,-26.593128,118.496923,Australia,SAVAGE ST MEEKATHARRA 6642 WA Australia,4,Very remote,9.83,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
731,WA,Merredin Hospital,26,510700235,,Y,Hospital,0070510X,KITCHENER RD,MERREDIN 6415,-31.484628,118.278685,Australia,KITCHENER RD MERREDIN 6415 WA Australia,2,Outer Regional,24,S2,Other small public acute,Yes,No,Yes,No,E2,Multi-purpose services,SM
746,WA,Moora Hospital,26,510700417,,Y,Hospital,0070540L,DANDARAGAN ST,MOORA 6510,-30.640003,115.999341,Australia,DANDARAGAN ST MOORA 6510 WA Australia,2,Outer Regional,15,S2,Other small public acute,Yes,No,Yes,No,E2,Multi-purpose services,SM
724,WA,Morawa Hospital,26,510600418,,Y,Hospital,0070560J,CAULFIELD RD,MORAWA 6623,-29.213403,116.005977,Australia,CAULFIELD RD MORAWA 6623 WA Australia,3,Remote,3.16,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
725,WA,Mullewa Hospital,26,510600419,,Y,Hospital,0070570H,ELDER ST,MULLEWA 6630,-28.536177,115.512051,Australia,ELDER ST MULLEWA 6630 WA Australia,3,Remote,2.25,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
705,WA,Murray Hospital,26,510300420,,Y,Hospital,0070670B,MCKAY ST,PINJARRA 6208,-32.637999,115.871254,Australia,MCKAY ST PINJARRA 6208 WA Australia,1,Inner Regional,15,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
772,WA,Nannup Hospital,26,511000422,,Y,Hospital,0070630K,CAREY ST,NANNUP 6275,-33.98759,115.765984,Australia,CAREY ST NANNUP 6275 WA Australia,2,Outer Regional,4.75,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
