MHid,State,Hospname,Wait Time,Establishment ID,Parent Id,Use Default wait time,Stage Average Wait Time,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Latitude,Longitude,Australia,Full Address,Remoteness area (code),Remoteness area,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name,Hospital Group
286,QLD,TAROOM HOSPITAL,,310000102,,Y,18,Hospital,,Miller Street,Taroom 4420,-25.638949,149.798008,Australia,Miller Street Taroom 4420 QLD Australia,3,Remote,13,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
287,QLD,TEXAS HOSPITAL,,310000103,,Y,18,Hospital,,Mingoola Road,Texas 4385,-28.858034,151.178874,Australia,Mingoola Road Texas 4385 QLD Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
288,QLD,TOOWOOMBA HOSPITAL,18,310000104,,N,18,Hospital,,Pechey Street,Toowoomba 4350,-27.570523,151.946729,Australia,Pechey Street Toowoomba 4350 QLD Australia,1,Inner Regional,305,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
289,QLD,WARWICK HOSPITAL,,310000105,,Y,18,Hospital,,56 Locke Street,Warwick 4370,-28.22438,152.017944,Australia,56 Locke Street Warwick 4370 QLD Australia,1,Inner Regional,66,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
290,QLD,WANDOAN HOSPITAL,,310000106,,Y,18,Hospital,,14 Henderson Road,Wandoan 4419,-26.1187555,149.9562992,Australia,14 Henderson Road Wandoan 4419 QLD Australia,3,Remote,2,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
291,QLD,AUGATHELLA HOSPITAL,,310000111,,Y,18,Hospital,,Cavanagh Street,Augathella 4477,-25.795384,146.58937,Australia,Cavanagh Street Augathella 4477 QLD Australia,4,Very remote,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
292,QLD,CHARLEVILLE HOSPITAL,,310000112,,Y,18,Hospital,,72 King Street,Charleville 4470,-26.40041,146.253021,Australia,72 King Street Charleville 4470 QLD Australia,4,Very remote,30,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute,SM
293,QLD,CUNNAMULLA HOSPITAL,,310000113,,Y,18,Hospital,,56 Wicks Street,Cunnamulla 4490,-28.07089,145.689087,Australia,56 Wicks Street Cunnamulla 4490 QLD Australia,4,Very remote,20,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
294,QLD,DIRRANBANDI HOSPITAL,,310000114,,Y,18,Hospital,,Corner of Jane and Cowildi Streets,Dirranbandi 4486,,,Australia,Corner of Jane and Cowildi Streets Dirranbandi 4486 QLD Australia,4,Very remote,7,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
295,QLD,INJUNE HOSPITAL,,310000115,,Y,18,Hospital,,Fifth Avenue,Injune 4454,-25.846659,148.562968,Australia,Fifth Avenue Injune 4454 QLD Australia,4,Very remote,6,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
296,QLD,MITCHELL HOSPITAL,,310000116,,Y,18,Hospital,,95 Ann Street,Mitchell 4465,-26.481906,147.969779,Australia,95 Ann Street Mitchell 4465 QLD Australia,4,Very remote,13,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
297,QLD,MUNGINDI HOSPITAL,,310000117,,Y,18,Hospital,,Barwon Street,Mungindi 2406,-28.977707,148.994661,Australia,Barwon Street Mungindi 2406 QLD Australia,3,Remote,8,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
298,QLD,QUILPIE HOSPITAL,,310000118,,Y,18,Hospital,,30 Gyrica Street,Quilpie 4480,-26.615913,144.273846,Australia,30 Gyrica Street Quilpie 4480 QLD Australia,4,Very remote,6,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
299,QLD,ROMA HOSPITAL,,310000119,,Y,18,Hospital,,197-234 Mcdowall Street,Roma 4455,-26.570801,148.783079,Australia,197-234 Mcdowall Street Roma 4455 QLD Australia,2,Outer Regional,52,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
300,QLD,ST GEORGE HOSPITAL,,310000120,,Y,18,Hospital,,1 Victoria Street,St George 4487,-28.045414,148.569096,Australia,1 Victoria Street St George 4487 QLD Australia,3,Remote,34,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute,SM
301,QLD,SURAT HOSPITAL,,310000121,,Y,18,Hospital,,Ivan Street,Surat 4417,-27.156315,149.065174,Australia,Ivan Street Surat 4417 QLD Australia,3,Remote,7,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
302,QLD,THARGOMINDAH HOSPITAL,,310000122,,Y,18,Hospital,,Dowling Street,Thargomindah 4492,-27.995679,143.825265,Australia,Dowling Street Thargomindah 4492 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
303,QLD,WALLUMBILLA OUTPATIENTS CLINIC,,310000123,,Y,18,Hospital,,Raslie Road,Wallumbilla 4428,-26.501779,149.141749,Australia,Raslie Road Wallumbilla 4428 QLD Australia,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
304,QLD,ALPHA HOSPITAL,,310000131,,Y,18,Hospital,,Gordon Street,Alpha 4724,-23.654364,146.634624,Australia,Gordon Street Alpha 4724 QLD Australia,4,Very remote,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
305,QLD,BARALABA HOSPITAL,,310000132,,Y,18,Hospital,,Stopford Street,Baralaba 4702,-24.18029,149.811789,Australia,Stopford Street Baralaba 4702 QLD Australia,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
306,QLD,BILOELA HOSPITAL,,310000133,,Y,18,Hospital,,2 Hospital Road,Biloela 4715,-24.39599,150.517654,Australia,2 Hospital Road Biloela 4715 QLD Australia,2,Outer Regional,25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
307,QLD,BLACKWATER HOSPITAL,,310000134,,Y,18,Hospital,,Mackenzie Street,Blackwater 4717,-23.578291,148.878608,Australia,Mackenzie Street Blackwater 4717 QLD Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
308,QLD,EMERALD HOSPITAL,,310000135,,Y,18,Hospital,,69 Hospital Road,Emerald 4720,-23.511979,148.156001,Australia,69 Hospital Road Emerald 4720 QLD Australia,2,Outer Regional,37,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
309,QLD,GLADSTONE HOSPITAL,11,310000136,,N,18,Hospital,,Park Street,Gladstone 4680,-23.852101,151.246509,Australia,Park Street Gladstone 4680 QLD Australia,1,Inner Regional,78,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),LG
310,QLD,MOUNT MORGAN HOSPITAL,,310000139,,Y,18,Hospital,,Black Street,Mount Morgan 4714,-23.645829,150.391843,Australia,Black Street Mount Morgan 4714 QLD Australia,1,Inner Regional,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
311,QLD,MOURA HOSPITAL,,310000140,,Y,18,Hospital,,14 Nott Street,Moura 4718,-24.57901,149.977698,Australia,14 Nott Street Moura 4718 QLD Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
312,QLD,ROCKHAMPTON BASE HOSPITAL,17,310000141,,N,18,Hospital,,Canning Street,Rockhampton 4700,-23.385269,150.500171,Australia,Canning Street Rockhampton 4700 QLD Australia,1,Inner Regional,246,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
313,QLD,SPRINGSURE HOSPITAL,,310000142,,Y,18,Hospital,,Woodbine Street,Springsure 4722,-24.120066,148.085764,Australia,Woodbine Street Springsure 4722 QLD Australia,3,Remote,12,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
314,QLD,THEODORE HOSPITAL,,310000143,,Y,18,Hospital,,The Boulevard,Theodore 4719,-24.948127,150.075444,Australia,The Boulevard Theodore 4719 QLD Australia,2,Outer Regional,6,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
315,QLD,CAPRICORN COAST HOSPITAL & HEALTH SERVICE,,310000144,,Y,18,Hospital,,8 Hoskyn Drive,Yeppoon 4703,-23.1441528,150.7347308,Australia,8 Hoskyn Drive Yeppoon 4703 QLD Australia,1,Inner Regional,28,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
316,QLD,WOORABINDA HOSPITAL,,310000145,,Y,18,Hospital,,1 Munns Drive,Woorabinda 4702,-24.1313992,149.4556122,Australia,1 Munns Drive Woorabinda 4702 QLD Australia,3,Remote,7,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
317,QLD,ARAMAC HOSPITAL,,310000151,,Y,18,Hospital,,Lodge Street,Aramac 4726,-22.971868,145.245091,Australia,Lodge Street Aramac 4726 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
318,QLD,BARCALDINE HOSPITAL,,310000152,,Y,18,Hospital,,Oak Street,Barcaldine 4725,-23.552552,145.293724,Australia,Oak Street Barcaldine 4725 QLD Australia,4,Very remote,12,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
319,QLD,BLACKALL HOSPITAL,,310000153,,Y,18,Hospital,,Shamrock Street,Blackall 4472,-24.423772,145.462893,Australia,Shamrock Street Blackall 4472 QLD Australia,4,Very remote,16,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
320,QLD,BOULIA PRIMARY HEALTH CENTRE,,310000154,,Y,18,Hospital,,Wills Street,Boulia 4829,-22.910818,139.90949,Australia,Wills Street Boulia 4829 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
321,QLD,JUNDAH PRIMARY HEALTH CENTRE,,310000155,,Y,18,Hospital,,1 Hospital Road,Jundah 4736,-24.821664,143.066577,Australia,1 Hospital Road Jundah 4736 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
322,QLD,LONGREACH HOSPITAL,,310000156,,Y,18,Hospital,,Jabiru Street,Longreach 4730,-23.437245,144.262015,Australia,Jabiru Street Longreach 4730 QLD Australia,4,Very remote,31,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute,SM
323,QLD,MUTTABURRA PRIMARY HEALTH CENTRE,,310000157,,Y,18,Hospital,,Edkins Street,Muttaburra 4732,-22.593753,144.546921,Australia,Edkins Street Muttaburra 4732 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
324,QLD,TAMBO PRIMARY HEALTH CENTRE,,310000158,,Y,18,Hospital,,Garden Street,Tambo 4478,-24.879439,146.248018,Australia,Garden Street Tambo 4478 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
325,QLD,WINTON HOSPITAL,,310000159,,Y,18,Hospital,,Bloomfield Street,Winton 4735,-27.533232,153.266585,Australia,Bloomfield Street Winton 4735 QLD Australia,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
326,QLD,ISISFORD PRIMARY HEALTH CENTRE,,310000160,,Y,18,Hospital,,St Helena Street,Isisford 4731,-35.055714,138.592173,Australia,St Helena Street Isisford 4731 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
327,QLD,YARAKA CLINIC,,310000161,,Y,18,Hospital,,Jarley Street,Yaraka 4702,-24.883486,144.076649,Australia,Jarley Street Yaraka 4702 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
328,QLD,WINDORAH CLINIC,,310000162,,Y,18,Hospital,,Victoria Street,Windorah 4481,-25.421085,142.655706,Australia,Victoria Street Windorah 4481 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
329,QLD,CLERMONT HOSPITAL,,310000171,,Y,18,Hospital,,Francis Street,Clermont 4721,-22.828199,147.633042,Australia,Francis Street Clermont 4721 QLD Australia,3,Remote,10,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
330,QLD,MACKAY BASE HOSPITAL,14,310000172,,N,18,Hospital,,475 Bridge Road,Mackay 4740,-21.159674,149.172987,Australia,475 Bridge Road Mackay 4740 QLD Australia,1,Inner Regional,182,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
331,QLD,MORANBAH HOSPITAL,,310000173,,Y,18,Hospital,,Elliott Street,Moranbah 4744,-22.00292,148.054635,Australia,Elliott Street Moranbah 4744 QLD Australia,2,Outer Regional,12,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
332,QLD,PROSERPINE HOSPITAL,,310000174,,Y,18,Hospital,,26-34 Taylor Street,Proserpine 4800,-20.399639,148.584305,Australia,26-34 Taylor Street Proserpine 4800 QLD Australia,2,Outer Regional,33,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
333,QLD,SARINA HOSPITAL,,310000175,,Y,18,Hospital,,1 Hospital Street,Sarina 4737,-21.421551,149.210552,Australia,1 Hospital Street Sarina 4737 QLD Australia,2,Outer Regional,16,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
334,QLD,DYSART HOSPITAL,,310000176,,Y,18,Hospital,,Queen Elizabeth Drive,Dysart 4745,-22.588777,148.348705,Australia,Queen Elizabeth Drive Dysart 4745 QLD Australia,2,Outer Regional,9,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
335,QLD,AYR HOSPITAL,,310000191,,Y,18,Hospital,,2 Chippendale Street,Ayr 4807,-19.56385,147.407761,Australia,2 Chippendale Street Ayr 4807 QLD Australia,2,Outer Regional,32,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
336,QLD,BOWEN HOSPITAL,,310000192,,Y,18,Hospital,,Gregory Street,Bowen 4805,-20.0109,148.242808,Australia,Gregory Street Bowen 4805 QLD Australia,2,Outer Regional,27,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
337,QLD,CHARTERS TOWERS HOSPITAL,,310000193,,Y,18,Hospital,,137-139 Gill Street,Charters Towers 4820,-20.07604,146.26416,Australia,137-139 Gill Street Charters Towers 4820 QLD Australia,2,Outer Regional,29,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
338,QLD,COLLINSVILLE HOSPITAL,,310000194,,Y,18,Hospital,,Garrick Street,Collinsville 4804,-20.546829,147.840325,Australia,Garrick Street Collinsville 4804 QLD Australia,3,Remote,8,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
339,QLD,HOME HILL HOSPITAL,,310000195,,Y,18,Hospital,,Tenth Avenue,Home Hill 4806,-19.66166,147.415984,Australia,Tenth Avenue Home Hill 4806 QLD Australia,2,Outer Regional,14,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
340,QLD,INGHAM HOSPITAL,,310000196,,Y,18,Hospital,,2-16 Mcilwraith Street,Ingham 4850,-18.6531135,146.1652932,Australia,2-16 Mcilwraith Street Ingham 4850 QLD Australia,2,Outer Regional,32,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
341,QLD,JOYCE PALMER HEALTH SERVICE,,310000197,,Y,18,Hospital,,Beach Road,Palm Island 4816,-18.748755,146.578479,Australia,Beach Road Palm Island 4816 QLD Australia,3,Remote,13,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
342,QLD,THE TOWNSVILLE HOSPITAL,16,310000200,,N,18,Hospital,,100 Angus Smith Drive,Douglas 4814,-19.321839,146.758135,Australia,100 Angus Smith Drive Douglas 4814 QLD Australia,2,Outer Regional,624,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
343,QLD,ROYAL BRISBANE & WOMEN'S HOSPITAL,14,310000201,,N,18,Hospital,,Butterfield Street,Herston 4006,-27.444728,153.020191,Australia,Butterfield Street Herston 4006 QLD Australia,0,Major Cities,1024,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
344,QLD,ATHERTON HOSPITAL,,310000211,,Y,18,Hospital,,Corner of Louise and Jack Streets,Atherton 4883,,,Australia,Corner of Louise and Jack Streets Atherton 4883 QLD Australia,2,Outer Regional,44,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
345,QLD,BABINDA HOSPITAL,,310000212,,Y,18,Hospital,,128 Munro Street,Babinda 4861,-17.3428,145.91893,Australia,128 Munro Street Babinda 4861 QLD Australia,2,Outer Regional,22,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
346,QLD,BAMAGA HOSPITAL,,310000213,,Y,18,Hospital,,Sagaukaz Street,Bamaga 4876,-10.89593,142.384573,Australia,Sagaukaz Street Bamaga 4876 QLD Australia,4,Very remote,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
347,QLD,CAIRNS BASE HOSPITAL,16,310000214,,N,18,Hospital,,The Esplanade,Cairns 4870,-16.914875,145.772366,Australia,The Esplanade Cairns 4870 QLD Australia,2,Outer Regional,480,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
348,QLD,CHILLAGOE HOSPITAL,,310000215,,Y,18,Hospital,,21 Hospital Road,Chillagoe 4871,-17.149549,144.5289,Australia,21 Hospital Road Chillagoe 4871 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
349,QLD,COOKTOWN HOSPITAL,,310000216,,Y,18,Hospital,,48 Hope Street,Cooktown 4895,-15.47774,145.250412,Australia,48 Hope Street Cooktown 4895 QLD Australia,3,Remote,18,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
350,QLD,CROYDON HOSPITAL,,310000217,,Y,18,Hospital,,Sircom Street,Croydon 4871,-18.207625,142.241006,Australia,Sircom Street Croydon 4871 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
351,QLD,FORSAYTH HOSPITAL,,310000218,,Y,18,Hospital,,Fourth Street,Forsayth 4871,-18.590037,143.603759,Australia,Fourth Street Forsayth 4871 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
352,QLD,GEORGETOWN HOSPITAL,,310000219,,Y,18,Hospital,,High Street,Georgetown 4871,-18.291599,143.547645,Australia,High Street Georgetown 4871 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
353,QLD,GORDONVALE HOSPITAL,,310000220,,Y,18,Hospital,,1-11 Highleigh Road,Gordonvale 4865,-17.087351,145.786163,Australia,1-11 Highleigh Road Gordonvale 4865 QLD Australia,2,Outer Regional,24,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,SP
354,QLD,HERBERTON HOSPITAL,,310000221,,Y,18,Hospital,,23 Grace Street,Herberton 4887,-17.379184,145.3815982,Australia,23 Grace Street Herberton 4887 QLD Australia,2,Outer Regional,38,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,SP
355,QLD,INNISFAIL HOSPITAL,,310000222,,Y,18,Hospital,,87 Rankin Street,Innisfail 4860,-17.519221,146.0295653,Australia,87 Rankin Street Innisfail 4860 QLD Australia,2,Outer Regional,64,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
356,QLD,MAREEBA HOSPITAL,,310000223,,Y,18,Hospital,,21 Lloyd Street,Mareeba 4880,-16.988806,145.423725,Australia,21 Lloyd Street Mareeba 4880 QLD Australia,2,Outer Regional,48,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
357,QLD,MOSSMAN HOSPITAL,,310000224,,Y,18,Hospital,,9 Hospital Street,Mossman 4873,-16.4639,145.368256,Australia,9 Hospital Street Mossman 4873 QLD Australia,2,Outer Regional,24,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,E2,Multi-purpose services,SM
358,QLD,MOUNT GARNET OUTPATIENTS CLINIC,,310000225,,Y,18,Hospital,,2 Galena Street,Mount Garnet 4872,-17.6785076,145.1130733,Australia,2 Galena Street Mount Garnet 4872 QLD Australia,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
359,QLD,THURSDAY ISLAND HOSPITAL,,310000226,,Y,18,Hospital,,163 Douglas Street,Thursday Island 4875,-10.58798,142.211151,Australia,163 Douglas Street Thursday Island 4875 QLD Australia,4,Very remote,38,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D2,Small non-acute,SM
360,QLD,TULLY HOSPITAL,,310000227,,Y,18,Hospital,,Bryant Street,Tully 4854,-17.935621,145.92292,Australia,Bryant Street Tully 4854 QLD Australia,2,Outer Regional,20,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
361,QLD,WEIPA HOSPITAL,,310000228,,Y,18,Hospital,,Lot 407 John Evans Drive,Weipa 4874,-12.654164,141.858277,Australia,Lot 407 John Evans Drive Weipa 4874 QLD Australia,4,Very remote,14,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute,SM
362,QLD,YARRABAH HOSPITAL,,310000229,,Y,18,Hospital,,1 Bukki Road,Yarrabah 4871,-16.9076405,145.8651123,Australia,1 Bukki Road Yarrabah 4871 QLD Australia,2,Outer Regional,0,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
363,QLD,AURUKUN PRIMARY HEALTH CARE CENTRE,,310000230,,Y,18,Hospital,,Kang Kang Road,Aurukun 4871,-13.354703,141.724802,Australia,Kang Kang Road Aurukun 4871 QLD Australia,4,Very remote,1,OT,Outpatient hospital,Yes,No,No,No,G,Un-peered and other,SP
364,QLD,HOPEVALE MEDICAL CENTRE,,310000231,,Y,18,Hospital,,Aerodrome Road,Hope Vale 4895,-15.293416,145.106072,Australia,Aerodrome Road Hope Vale 4895 QLD Australia,3,Remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
365,QLD,WUJAL WUJAL COMMUNITY HOSPITAL,,310000232,,Y,18,Hospital,,100 Douglas Street,Wujal Wujal 4895,-15.945176,145.316638,Australia,100 Douglas Street Wujal Wujal 4895 QLD Australia,3,Remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
366,QLD,LOCKHART RIVER PRIMARY HEALTH CARE CENTRE,,310000233,,Y,18,Hospital,,Paytam Street,Lockhart River 4871,-12.786663,143.344306,Australia,Paytam Street Lockhart River 4871 QLD Australia,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
367,QLD,BURKETOWN HEALTH CLINIC,,310000241,,Y,18,Hospital,,Hospital Road,Burketown 4830,-17.857939,138.947606,Australia,Hospital Road Burketown 4830 QLD Australia,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
368,QLD,CAMOOWEAL HEALTH CLINIC,,310000242,,Y,18,Hospital,,Nowranie Street,Camooweal 4828,-19.919411,138.120252,Australia,Nowranie Street Camooweal 4828 QLD Australia,4,Very remote,3,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
369,QLD,CLONCURRY HOSPITAL,,310000243,,Y,18,Hospital,,1 Musgrave Street,Cloncurry 4824,-20.703367,140.52699,Australia,1 Musgrave Street Cloncurry 4824 QLD Australia,3,Remote,25,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
370,QLD,HUGHENDEN HOSPITAL,,310000244,,Y,18,Hospital,,14 Richmond Hill Drive,Hughenden 4821,-20.843398,144.194006,Australia,14 Richmond Hill Drive Hughenden 4821 QLD Australia,4,Very remote,15,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
